intent,utterance,data
RateBook,Rate the current essay 5 of 6 points,"[{'text': 'Rate the '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'essay', 'entity': 'object_type'}, {'text': ' '}, {'text': '5', 'entity': 'rating_value'}, {'text': ' of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}]"
RateBook,Rate this novel 5 out of 6 stars,"[{'text': 'Rate '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' '}, {'text': '5', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,current album gets a value of 0,"[{'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'album', 'entity': 'object_type'}, {'text': ' gets a value of '}, {'text': '0', 'entity': 'rating_value'}]"
RateBook,"give After Worlds Collide a 1
","[{'text': 'give '}, {'text': 'After Worlds Collide', 'entity': 'object_name'}, {'text': ' a '}, {'text': '1', 'entity': 'rating_value'}, {'text': '\n'}]"
RateBook,rate Hunting and Gathering a two,"[{'text': 'rate '}, {'text': 'Hunting and Gathering', 'entity': 'object_name'}, {'text': ' a '}, {'text': 'two', 'entity': 'rating_value'}]"
RateBook,rate this textbook 2 stars,"[{'text': 'rate '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'textbook', 'entity': 'object_type'}, {'text': ' '}, {'text': '2', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,Rate this novel a 1 out of 6,"[{'text': 'Rate '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' a '}, {'text': '1', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,I want to give this novel zero,"[{'text': 'I want to give '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'novel', 'entity': 'object_type'}, {'text': ' '}, {'text': 'zero', 'entity': 'rating_value'}]"
RateBook,Give this album a three,"[{'text': 'Give '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'album', 'entity': 'object_type'}, {'text': ' a '}, {'text': 'three', 'entity': 'rating_value'}]"
RateBook,give 0 out of 6 points to The Paper Men,"[{'text': 'give '}, {'text': '0', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}, {'text': ' to '}, {'text': 'The Paper Men', 'entity': 'object_name'}]"
RateBook,Rate the current essay 1 of 6,"[{'text': 'Rate the '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'essay', 'entity': 'object_type'}, {'text': ' '}, {'text': '1', 'entity': 'rating_value'}, {'text': ' of '}, {'text': '6', 'entity': 'best_rating'}]"
RateBook,Give Anatomy of a Typeface a 1 rating.,"[{'text': 'Give '}, {'text': 'Anatomy of a Typeface', 'entity': 'object_name'}, {'text': ' a '}, {'text': '1', 'entity': 'rating_value'}, {'text': ' rating.'}]"
RateBook,Give Drift: The Unmooring of American Military Power 0 out of 6 points.,"[{'text': 'Give '}, {'text': 'Drift: The Unmooring of American Military Power', 'entity': 'object_name'}, {'text': ' '}, {'text': '0', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}, {'text': '.'}]"
RateBook,Rate the current textbook one of 6 stars,"[{'text': 'Rate the '}, {'text': 'current', 'entity': 'object_select'}, {'text': ' '}, {'text': 'textbook', 'entity': 'object_type'}, {'text': ' '}, {'text': 'one', 'entity': 'rating_value'}, {'text': ' of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,rate this essay 2 points,"[{'text': 'rate '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'essay', 'entity': 'object_type'}, {'text': ' '}, {'text': '2', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'points', 'entity': 'rating_unit'}]"
RateBook,rate the book Indiana Jones and the Dance of the Giants 5 out of 6 stars,"[{'text': 'rate the '}, {'text': 'book', 'entity': 'object_type'}, {'text': ' '}, {'text': 'Indiana Jones and the Dance of the Giants', 'entity': 'object_name'}, {'text': ' '}, {'text': '5', 'entity': 'rating_value'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}]"
RateBook,Rate this book 5 stars out of 6,"[{'text': 'Rate '}, {'text': 'this', 'entity': 'object_select'}, {'text': ' '}, {'text': 'book', 'entity': 'object_type'}, {'text': ' '}, {'text': '5', 'entity': 'rating_value'}, {'text': ' '}, {'text': 'stars', 'entity': 'rating_unit'}, {'text': ' out of '}, {'text': '6', 'entity': 'best_rating'}]"
